Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
505401-14448-HI,Jenna Wilson,woodwardangela@gmail.com,431-348-574,789 Thomas Grove Suite 978,Rebeccaside,Ireland,65584,Yes
278837-50512-IQ,Sara Mccarthy,dennis07@watson.org,526-314-594,855 Goodwin Burg,Veronicamouth,Ireland,25362,Yes
182424-87358-BY,Paul Brown,cathydoyle@hotmail.com,564-821-767,225 Edward Mountain Apt. 661,Nataliemouth,United States,35578,No
470017-25558-UA,Joseph Miller,wilsonjames@obrien.com,976-123-688,8799 Kaitlin Circles Suite 863,North Connor,United Kingdom,35892,Yes
404599-69927-HI,Robert Moreno,whitney98@yahoo.com,732-684-563,790 Billy Meadows Suite 111,East Marvinbury,United Kingdom,92429,Yes
952028-75328-IC,Victor Perez,emilygarcia@pierce.com,953-159-656,98422 Klein Groves Apt. 409,Lake Eric,Ireland,63758,Yes
937210-12041-IC,James Gonzalez,jacob69@yahoo.com,505-133-342,00005 Teresa Plaza,Westhaven,United States,08826,Yes
434538-60328-UZ,Daniel Foster,pgreen@nelson.biz,476-228-930,6935 Nicholas Isle Suite 664,West David,United Kingdom,96275,No
623115-57247-RB,Mr. Ricky Mcdonald,rodney54@gmail.com,530-317-978,6144 Hernandez Lodge Suite 309,Thomastown,United States,10789,No
981160-55827-FR,Tiffany Stevens,katherine76@miller-morrison.com,807-809-582,29880 Foley Cove Suite 483,North Katherineburgh,Ireland,59311,Yes
238284-55371-RG,Eric Stafford,kathryn45@baker.info,841-677-292,4878 Susan Walk,North Tracyburgh,Ireland,97979,No
188777-92988-QJ,Ashley Thompson,oyoung@yahoo.com,723-447-611,8127 Lori Courts,South Nancyview,United States,05506,Yes
165692-97671-ZC,George Waters,robert50@wright.info,725-325-870,8175 David Flats Suite 890,West Cindy,United States,91544,No
922080-22098-QU,Tiffany Bennett,dsimmons@hotmail.com,490-351-768,6491 John Junction,New Lisaport,United States,12313,Yes
137828-85052-RB,Faith Lee,nbean@hotmail.com,121-682-533,7616 Katie Orchard Suite 325,Ramirezhaven,United Kingdom,13831,Yes
868620-46899-HW,Michael Brown,richard14@hotmail.com,966-554-198,5011 Roy Curve Suite 665,West Jacqueline,United Kingdom,51601,Yes
927449-13354-EO,William Wright,richanne@estrada-sharp.org,262-237-171,1619 West Brooks Apt. 684,Richardmouth,Ireland,64840,Yes
587304-92897-RB,Jesse Nelson,schneiderlaura@davis-henry.com,971-495-936,8389 Cynthia Islands Apt. 747,West Derrickstad,United Kingdom,42047,Yes
333131-46988-RG,Bryan Kidd,joneselizabeth@yahoo.com,125-563-569,70646 Dakota Summit,East Tammy,United States,62530,Yes
583441-76541-EO,Tracy Taylor,deanna06@yahoo.com,489-502-589,0715 Perez Plains Suite 764,New Kevinshire,Ireland,07753,Yes
684301-65156-BY,Steven James,mary03@hunt.com,824-898-417,66599 Stephen Hollow,Bernardmouth,United Kingdom,15167,Yes
290062-67140-OB,Michele Wheeler,laurajohnson@gmail.com,505-743-234,8077 Hernandez Ford,Port Michael,United Kingdom,54478,No
911481-37766-UV,Christopher Turner,gmeadows@smith.info,546-552-103,994 Logan Prairie,Angelastad,Ireland,21968,No
761683-70302-ZC,David Cummings,darlene25@ibarra.com,762-180-750,551 Jones Corners,Shannonmouth,United States,41142,Yes
261357-67771-QU,Leslie Garcia,nsmall@ryan.net,737-373-161,04293 Robinson Tunnel Apt. 894,New Jeffreyfurt,United States,19608,No
932943-58755-UV,Thomas Dalton,stephanie03@mason.net,678-191-744,757 Salazar Drives Apt. 025,Lindseyville,United Kingdom,91037,No
709149-16614-HW,Jacob Maxwell,ngonzales@gmail.com,807-723-891,833 Hester Causeway Apt. 316,North Jenniferhaven,United Kingdom,03245,No
476171-34397-CB,Kathryn Nichols,villanuevasally@townsend-hunter.net,799-930-911,48243 Laura Vista,New Elizabeth,United States,66588,Yes
472315-68150-JQ,Caitlin Walters,karen75@dunlap-schneider.com,724-389-726,5540 Kimberly Brooks Apt. 095,Myersfurt,United States,33612,No
444039-81037-QO,Aaron Williams,hulldebra@sullivan-payne.com,890-856-176,65016 Mendez Bridge,Christinahaven,Ireland,85047,Yes
717118-76540-UZ,Tammy Sullivan,jeffrey12@gmail.com,558-887-205,0791 Leroy Villages,Port Timothy,United States,73115,Yes
976106-92215-EO,Logan Jones,rojasdavid@gmail.com,689-345-681,492 Ramirez Ramp,Salazarbury,United Kingdom,59457,No
603340-70428-UZ,Bianca Stewart MD,rblackwell@evans-garner.com,205-638-527,18377 Toni Glens,Rileyborough,Ireland,86578,No
710048-35448-BY,Henry Mcdowell,xchavez@yahoo.com,369-316-539,768 Mann Junction,North Kimberly,United Kingdom,36739,No
418885-30760-UV,Steven Harrison,michael16@gmail.com,703-711-114,70361 Elaine Burg Suite 070,Davisfort,United States,43749,No
383314-85724-IC,Andrea Owens,patrickpatton@delgado.org,484-583-505,21820 Roman Falls Suite 695,Marialand,United States,20211,Yes
525629-72515-FR,Marcus Camacho,acruz@hotmail.com,184-127-204,21136 Jonathan Plaza,Fieldsbury,United Kingdom,44197,No
948560-45199-UZ,Jeremy Ibarra,awood@gmail.com,572-345-322,356 Karen Corner Apt. 061,East Shelly,United States,34979,Yes
309051-27874-RG,Samantha Kim,nphillips@yahoo.com,197-607-411,6128 Michael Flat Apt. 418,South Luke,Ireland,54159,Yes
304246-68734-DT,William Johnson,gromero@hotmail.com,256-920-259,014 Karen Estate,South Johnnyfurt,United Kingdom,46069,Yes
479348-68698-QO,Joseph Petersen,lbailey@taylor-carson.com,581-973-839,5419 Laura Landing Apt. 574,South Calvin,United States,71134,No
900960-31323-BB,Jodi Harris,andrewbrown@hotmail.com,909-931-257,071 Brett Grove,East Julieville,Ireland,04591,No
565604-64585-CB,Jeffrey Salinas,stephendonaldson@sloan-king.com,155-250-996,9877 Kristie Port Apt. 799,Ramireztown,United States,56169,No
842881-51309-HW,Laura Mcdaniel,eedwards@yahoo.com,174-462-585,5464 Clayton Stravenue Suite 702,Brownchester,Ireland,91061,Yes
885268-87974-OM,Amanda Davis,kathryn99@whitaker-henderson.com,701-640-659,21970 Sanchez Greens,Roberttown,United States,05018,Yes
431147-72562-RG,Leah Smith,joshua12@kirk-owens.com,840-916-348,1972 Julia Points,New Eugenehaven,United States,14438,No
437356-94780-QO,Reginald Howe,rortega@gmail.com,112-471-352,9608 Jonathan Terrace,Port Jasmineview,United Kingdom,70030,No
823119-62945-ZN,Wesley Hughes,andreavillanueva@lewis-knight.org,373-973-115,5547 Charles Meadows Apt. 363,Stevensside,Ireland,16909,Yes
815101-24703-OB,Matthew Rodriguez,gregory69@gmail.com,816-431-472,3893 Alexander Trace Apt. 777,Christopherport,United Kingdom,94606,Yes
621101-46758-NC,Brittany Pitts,acostadarrell@gmail.com,148-904-300,426 Joyce Club,Harperview,United Kingdom,43588,Yes
638371-57569-CB,Keith Bender,kevinscott@simpson-cline.com,680-148-280,2682 Taylor Street Suite 211,Floresborough,United Kingdom,38299,No
282982-15964-UV,George Hodge,hspencer@yahoo.com,581-376-997,0367 Hays Turnpike Apt. 053,North Denise,Ireland,36807,Yes
129491-34275-QU,Nancy Scott MD,jennifer06@jackson-bell.com,731-510-619,700 Martin Overpass,Allenside,United States,75697,No
833228-94648-OM,Michael Lang,perrybrittany@hotmail.com,412-260-292,5270 Jason Hollow Apt. 460,Stacybury,Ireland,12553,No
380952-40043-CB,Katrina Cervantes,davidcummings@yahoo.com,838-340-462,657 Spence Ways,Craigview,United States,59446,No
478214-94272-OM,James Holt,tracy83@blankenship.com,411-399-580,449 Nguyen Isle Apt. 886,Lake Chrisshire,United Kingdom,98887,Yes
332534-75430-HI,Kelly Sparks,ronaldthomas@hotmail.com,909-381-701,5876 Nancy Station,North Christophertown,Ireland,70042,Yes
407092-40808-QJ,Michael Murphy,zpatterson@schroeder.com,804-927-769,876 James Parkways Suite 422,Jameschester,Ireland,14012,Yes
172651-34792-PE,Mark Moss,amanda14@hotmail.com,666-492-427,4578 Jeffery Oval,North Maryville,United States,02552,No
847660-45323-FR,Kelly Mendoza,ksweeney@soto.com,173-340-611,7956 Weeks Glens Apt. 742,Beckerfurt,United States,10446,No
844039-96827-EO,Jason Davis,elizabeth78@williams.com,908-795-733,847 Le Port,Reynoldsburgh,United Kingdom,66273,Yes
281161-82002-ZN,Brian Long,scott52@krause-jensen.com,796-431-676,79940 Mccoy Meadow Suite 285,East Ashley,United Kingdom,43498,No
253830-18429-HI,Edgar White,cynthiamartin@smith-johnson.com,533-925-901,8602 Reed Common,Annefort,United States,82917,Yes
259555-70205-ZC,Rodney Kim,joycemadeline@reed.com,628-840-877,3119 Shelton Manor Apt. 031,Lake Sabrina,United States,08954,No
847561-70545-QO,Tiffany Hendricks DDS,lori35@barber.net,621-998-261,48167 Jason Curve Suite 157,West Paulton,United States,37452,Yes
424793-60621-CU,Virginia Floyd,hudsonheidi@hotmail.com,771-985-784,674 Lopez Ports Suite 086,New Amy,Ireland,29191,No
631846-25373-CB,Randall Keller,caldwellnicole@thompson-acosta.com,795-357-536,40541 Diaz Circle Suite 634,Port Nicole,United Kingdom,48283,No
446676-80085-NC,Joshua Estrada,ginamartin@price.com,233-665-751,3761 Michael Mountain,Chloeview,United States,62672,Yes
497287-74326-BB,Anthony Jones,shelia60@yahoo.com,109-494-567,306 Johnston Estate,Frenchview,United Kingdom,03128,No
907087-18910-BB,Michael Ramirez,lucascandace@yahoo.com,502-267-686,979 Stephanie Extension,West Ericburgh,Ireland,90782,Yes
514628-69253-RG,Allen Mills,pcarr@yahoo.com,799-893-834,704 White Grove Apt. 570,New Zacharyfort,Ireland,85227,Yes
518861-68839-RB,Michael Stephenson,gblackburn@gmail.com,591-660-550,063 Daniel Island,Pamelahaven,Ireland,12829,Yes
540223-13749-EO,Madeline Bradshaw,mathewsjonathan@mccarthy-anderson.com,238-799-502,4527 Herman Hill Apt. 281,South Frederickport,United Kingdom,26088,Yes
884987-59662-CB,Richard Alvarado,jessica66@hotmail.com,142-568-992,0473 Brandy Manor Suite 435,Vasquezside,Ireland,83894,Yes
428133-45295-CU,Cynthia Bailey,gallegosstephen@buchanan.com,943-698-360,33948 Ford Pike,New Danielbury,United States,08558,Yes
648332-99873-QJ,Kenneth King,malik83@hotmail.com,304-987-213,65328 James Estate Suite 142,Emilyside,United States,62487,Yes
756966-34812-OB,Erin Woods,anna29@floyd.biz,599-799-252,899 Lewis Fall,South Thomas,United States,37339,No
867240-30406-ZC,Zachary Kim,gkim@fleming-campos.org,538-973-102,277 Carter Green Suite 045,New Terriview,United States,53747,No
122505-31945-HI,Ana Benitez,alicia03@hill-hernandez.org,187-127-154,285 Carolyn Club,Josephville,United States,59509,No
182033-26820-ZN,John Gray,robertwarren@whitney-mclaughlin.info,732-296-828,081 Nichole Heights Apt. 033,New Daniel,Ireland,88700,No
347599-12225-EO,Brooke Davies,matthewsmark@house.com,833-875-436,35092 Paula Path,New Joshuashire,United Kingdom,89527,Yes
315172-86301-OB,Sandra Kim,robertmccann@yahoo.com,688-408-212,9849 Williams Lane Suite 766,Port Stanleyville,Ireland,76330,Yes
983379-72380-DT,Andrew Morales,nhenry@yahoo.com,471-119-200,159 Donald Island Suite 552,Lake Gregory,United Kingdom,17071,No
442168-50906-NC,Tony Mason,meghan78@lopez-mccoy.biz,740-450-308,4403 Benson Valley,Riveraside,United States,05802,Yes
616001-45570-QO,Anthony Lindsey,hpena@hotmail.com,347-866-663,80543 Mindy Dam Apt. 761,Port Stephanie,United States,27125,Yes
817925-55925-QJ,Cristina Myers,jacksonchristopher@yahoo.com,546-884-925,92187 Thompson Burgs Suite 200,Kimview,United Kingdom,10347,Yes
598502-68976-ZN,Andrea Mitchell,fletchermatthew@cuevas-huerta.com,639-314-160,22173 Miguel Port Apt. 075,Cookfurt,United States,56931,No
646007-43887-DT,Samuel Ferrell,boydcasey@hotmail.com,928-755-363,86937 Miller Ranch Suite 190,Danielston,United Kingdom,43146,Yes
136291-86233-NC,Kyle Serrano,thomaselizabeth@flores-robertson.com,837-577-180,591 Williamson Hollow,North Michael,United Kingdom,16606,Yes
201015-69647-QJ,Lindsay Taylor,xhart@gmail.com,808-367-778,171 Elliott Circles Apt. 466,Lake Scottbury,United States,18023,No
